"the_geom","BoroCode","BoroName","BoroCD","CounDist","AssemDist","StSenDist","CongDist","Name","Locker_Name","Locker Box Door","Locker Size","Address","Location","PopupInfo","Latitude","Longitude","NTAName","FEMAFldz","FEMAFldT","HrcEvac","Status"
"POINT (-73.90974528999999 40.77756086000005)","4","Queens","401","22","34","12","14","31st St and 21st Av","GoLocker- Astoria","19","S","21-38 31st St, Astoria, NY 11105","Indoor","GoLocker","40.77756086","-73.90974529","Astoria (North)-Ditmars-Steinway","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.02809999999994 40.63166000000007)","3","Brooklyn","310","47","46","26","11","3 Ave and Bay Ridge Pkwy","GoLocker- KeyFood- Bay Ridge","32","S","7414 3rd Ave Brooklyn NY 11209","Outdoor","GoLocker","40.63166","-74.0281","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.91719999999998 40.758317900000065)","4","Queens","401","22","36","12","14","Broadway and 42nd Street","GoLocker-42-03 Broadway","24","L","42-03 Broadway, Long Island City, NY 11103","Outdoor","GoLocker","40.7583179","-73.9172","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.01109999999994 40.629200000000026)","3","Brooklyn","310","38","49","17","11","Fort Hamilton Pkwy and 68 St","GoLocker- 6723 Convenience Store","4","L","6723 Fort Hamilton Parkway Brooklyn NY 11219","Indoor","GoLocker","40.6292","-74.0111","Dyker Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92314804999995 40.701279670000076)","3","Brooklyn","304","37","53","18","7","Knickerbocker Ave and Hart St","GoLocker-Laundry Station","1","M","334 Knickerbocker Ave, Brooklyn NY 11237","Indoor","GoLocker","40.70127967","-73.92314805","Bushwick (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98847969999997 40.616736900000035)","3","Brooklyn","311","43","49","17","11","20 Ave and 65 St","GoLocker-Hot Bagel","3","S","6424 20th Ave, Brooklyn NY 11204","Outdoor","GoLocker","40.6167369","-73.9884797","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.01012278999997 40.68007048000004)","3","Brooklyn","306","38","51","26","10","Verona St and Van Brunt St","GoLocker-103 Verona St","19","S","103 Verona St, Brooklyn NY 11231","Outdoor","GoLocker","40.68007048","-74.01012279","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","AE",,"1","Active"
"POINT (-73.91612262999996 40.74076491000005)","4","Queens","402","26","37","12","7","49th St and 47th Av","Cosmopolitan Houses- Sunnyside","24","L","47-01 49th Street,Queens, NY 11377","Outdoor","GoLocker","40.74076491","-73.91612263","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97827769999998 40.63101040000004)","3","Brooklyn","312","44","48","22","9","18 Ave and Seton Pl","GoLocker-Atlas Express","26","M","4219 18 Ave, Brooklyn NY 11218","Indoor","GoLocker","40.6310104","-73.9782777","Borough Park","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98083796999998 40.728865330000076)","1","Manhattan","103","2","74","27","10","E 12th St and Avenue A","GoLocker 508","27","S","508  East 12th St, Newyork, NY 10009","Indoor","GoLocker","40.72886533","-73.98083797","East Village","X","AREA OF MINIMAL FLOOD HAZARD","2","Active"
"POINT (-73.97221318999993 40.68958875000004)","3","Brooklyn","302","35","57","25","8","Dekalb Av and Carlton Av","Fort Green Food Market","5","M","186 DeKalb Ave, Brooklyn, NY 11205","Indoor","GoLocker","40.68958875","-73.97221319","Fort Greene","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92314804999995 40.701279670000076)","3","Brooklyn","304","37","53","18","7","Knickerbocker Ave and Hart St","GoLocker-Laundry Station","8","S","334 Knickerbocker Ave, Brooklyn NY 11237","Indoor","GoLocker","40.70127967","-73.92314805","Bushwick (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96297758999998 40.60673456000006)","3","Brooklyn","315","44","45","22","9","10 St and Kings Hwy","GoLocker-Kings Flaming Grill","32","S","924 Kings Hwy, Brooklyn NY 11223","Outdoor","GoLocker","40.60673456","-73.96297759","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-74.00808176999993 40.64352783000004)","3","Brooklyn","307","43","49","17","10","6th Ave and 51st St","GoLocker- City Fresh Market","39","S","5009 6th Ave, Brooklyn, NY 11220","Outdoor","GoLocker","40.64352783","-74.00808177","Sunset Park (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.99836325999996 40.610828550000065)","3","Brooklyn","311","43","49","17","11","79 St and 18 Ave","GoLocker-7901 18th Ave","26","S","7901 18th Ave, Brooklyn NY 11214","Outdoor","GoLocker","40.61082855","-73.99836326","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96408549999995 40.59841620000003)","3","Brooklyn","315","48","45","22","8","Coney Island Ave and Avenue U","GoLocker-Quick Shoppy","23","S","2404 Coney Island Ave, Brooklyn NY 11223","Outdoor","GoLocker","40.5984162","-73.9640855","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","3","Active"
"POINT (-74.00619684999998 40.60410735000005)","3","Brooklyn","311","38","47","17","11","18 Ave and Bath Ave","GoLocker-MGM Deli and Grocery","11","M","1769 Bath Ave, Brooklyn 11214","Outdoor","GoLocker","40.60410735","-74.00619685","Bath Beach","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.92412426999994 40.770662730000026)","4","Queens","401","22","36","59","14","Newtown Av and Crescent St","GoLocker- Newtown","5","XL","2330 Newtown Ave, Long Island City, NY 11102","Outdoor","GoLocker","40.77066273","-73.92412427","Astoria (Central)","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.95317831999995 40.57943116000007)","3","Brooklyn","315","48","45","23","8","Ocean View Ave and West End Ave","GoLocker-Bottega Good Flowers","31","S","97 West End Ave, Brooklyn NY 11235","Outdoor","GoLocker","40.57943116","-73.95317832","Sheepshead Bay-Manhattan Beach-Gerritsen Beach","AE",,"1","Active"
"POINT (-73.95792197999998 40.676043950000064)","3","Brooklyn","308","35","57","25","9","St Marks Av and Classon Av","GoLocker- St. Marks","42","S","500 St Marks Ave, Brooklyn, NY 11238","Outdoor","GoLocker","40.67604395","-73.95792198","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.02484515999998 40.62449916000003)","3","Brooklyn","310","47","46","26","11","5 Ave and 82 St","GoLocker-82nd Deli and Grocery","15","L","8126 5 Ave, Brooklyn NY 11209","Outdoor","GoLocker","40.62449916","-74.02484516","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96141119999999 40.58240690000008)","3","Brooklyn","313","48","46","23","8","Neptune Ave and E 11 St","GoLocker-Atlantic Export","25","M","141 Neptune Ave, Brooklyn NY 11235","Outdoor","GoLocker","40.5824069","-73.9614112","Brighton Beach","AE",,"1","Active"
"POINT (-73.95645399999995 40.65496444000007)","3","Brooklyn","314","40","43","20","9","Bedford Av and Clarkson Av","Ideal Food Basket- Bedford Ave","28","S","2036 Bedford Ave, Brooklyn, NY 11226","Outdoor","GoLocker","40.65496444","-73.956454","Flatbush","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97490182999996 40.578603550000025)","3","Brooklyn","313","48","46","23","8","Sheepshead Bay Rd and W 6 St","GoLocker-Trump Village","26","S","608 Sheepshead Bay Rd, Brooklyn NY 11224","Outdoor","GoLocker","40.57860355","-73.97490183","Coney Island-Sea Gate","AE",,"1","Active"
"POINT (-73.96987256999995 40.643639800000074)","3","Brooklyn","314","39","44","21","9","Coney Island Ave and Beverly Rd","GoLocker-Deli and Grill Corner Town","31","S","563 Coney Island Ave, Brooklyn NY 11218","Outdoor","GoLocker","40.6436398","-73.96987257","Flatbush (West)-Ditmas Park-Parkville","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97836999999998 40.605030000000056)","3","Brooklyn","311","43","47","17","9","Kings Hwy and W 5 St","GoLocker- KeyFood- Gravesend","4","S","319 Kings Highway Brooklyn NY 11223","Outdoor","GoLocker","40.60503","-73.97837","Gravesend (West)","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-74.02484515999998 40.62449916000003)","3","Brooklyn","310","47","46","26","11","5 Ave and 82 St","GoLocker-82nd Deli and Grocery","6","L","8126 5 Ave, Brooklyn NY 11209","Outdoor","GoLocker","40.62449916","-74.02484516","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96377946999996 40.63576648000003)","3","Brooklyn","314","40","42","21","9","Newkirk Av and Rugby Rd","GoLocker- Clean n Green","23","S","1417 Newkirk Ave,Brooklyn, NY 11226","Indoor","GoLocker","40.63576648","-73.96377947","Flatbush (West)-Ditmas Park-Parkville","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.03019782999996 40.62514951000003)","3","Brooklyn","310","47","46","26","11","3 Ave and 84 St","GoLocker- iFix- Bay Ridge","32","S","8319 3rd Ave,Brooklyn, NY 11209","Indoor","GoLocker","40.62514951","-74.03019783","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.93811599999998 40.68425428000006)","3","Brooklyn","303","36","56","25","8","Lafayette Av and Hancock St","Natty Garden 2","26","L","383 Marcus Garvey Blvd, Brooklyn, NY 11221","Indoor","GoLocker","40.68425428","-73.938116","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.90845769999999 40.69149220000003)","3","Brooklyn","304","37","54","18","7","Knickerbocker Ave and Schaefer St","GoLocker-Savs Deli","5","S","856 Knickerbocker Ave, Brooklyn NY 11207","Outdoor","GoLocker","40.6914922","-73.9084577","Bushwick (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.01109999999994 40.629200000000026)","3","Brooklyn","310","38","49","17","11","Fort Hamilton Pkwy and 68 St","GoLocker- 6723 Convenience Store","24","L","6723 Fort Hamilton Parkway Brooklyn NY 11219","Indoor","GoLocker","40.6292","-74.0111","Dyker Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95645399999995 40.65496444000007)","3","Brooklyn","314","40","43","20","9","Bedford Av and Clarkson Av","Ideal Food Basket- Bedford Ave","55","M","2036 Bedford Ave, Brooklyn, NY 11226","Outdoor","GoLocker","40.65496444","-73.956454","Flatbush","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92177219999996 40.68985630000003)","3","Brooklyn","304","37","54","18","7","Bushwick Ave and Woodbine St","GoLocker-Bushwick Organic Deli 2","26","S","1104 Bushwick Ave, Brooklyn NY 11221","Outdoor","GoLocker","40.6898563","-73.9217722","Bushwick (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.90974528999999 40.77756086000005)","4","Queens","401","22","34","12","14","31st St and 21st Av","GoLocker- Astoria","15","M","21-38 31st St, Astoria, NY 11105","Indoor","GoLocker","40.77756086","-73.90974529","Astoria (North)-Ditmars-Steinway","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95130156999994 40.650661470000045)","3","Brooklyn","317","40","42","21","9","Church Ave and Lloyd St","GoLocker-Discount Furniture Inc.","4","S","2802 Church Ave, Brooklyn, NY 11226","Outdoor","GoLocker","40.65066147","-73.95130157","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98083796999998 40.728865330000076)","1","Manhattan","103","2","74","27","10","E 12th St and Avenue A","GoLocker 508","32","S","508  East 12th St, Newyork, NY 10009","Indoor","GoLocker","40.72886533","-73.98083797","East Village","X","AREA OF MINIMAL FLOOD HAZARD","2","Active"
"POINT (-73.97058867999993 40.58119965000003)","3","Brooklyn","313","48","46","23","8","W 5 St and Mitchell Wesson Pl","GoLocker-2882 W 5th Street","11","M","2775 W 5th St, Brooklyn, NY 11224","Outdoor","GoLocker","40.58119965","-73.97058868","Coney Island-Sea Gate","AE",,"1","Active"
"POINT (-73.95934939999995 40.691084240000066)","3","Brooklyn","303","33","57","25","7","Taaffe Pl and DeKalb Av","GoLocker- Taaffe Pl","44","L","241 Taaffe Pl, Brooklyn, NY 11205","Outdoor","GoLocker","40.69108424","-73.9593494","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92355449999997 40.73937840000008)","4","Queens","402","26","37","12","7","44 St and 48 Ave","GoLocker-C&A Grocery","12","M","4806 46 St, Sunnyside NY 11377","Outdoor","GoLocker","40.7393784","-73.9235545","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.94364299999995 40.83671675000005)","1","Manhattan","112","7","71","31","13","W 161st St and Broadway","GoLocker W 161 Street","12","S","600 W 161st St, New York, NY 10032","Outdoor","GoLocker","40.83671675","-73.943643","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92680969999998 40.69464010000007)","3","Brooklyn","304","34","53","18","7","Evergreen Ave and Harmon St","GoLocker-GM Bani Grocery Deli Grill","23","S","311 Evergreen Ave, Brooklyn NY 11221","Outdoor","GoLocker","40.6946401","-73.9268097","Bushwick (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96987256999995 40.643639800000074)","3","Brooklyn","314","39","44","21","9","Coney Island Ave and Beverly Rd","GoLocker-Deli and Grill Corner Town","7","M","563 Coney Island Ave, Brooklyn NY 11218","Outdoor","GoLocker","40.6436398","-73.96987257","Flatbush (West)-Ditmas Park-Parkville","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00171999999998 40.65644000000003)","3","Brooklyn","307","38","51","26","10","4 Av and 32 St","Ocean Eats","20","S","865 4th Ave, Brooklyn, NY 11232","Indoor","GoLocker","40.65644","-74.00172","Sunset Park (West)","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.88959806999998 40.74910896000006)","4","Queens","403","25","39","13","6","37th Av and 77th St","GoLocker- Foodtown Jackson Heights","19","S","76-10 37th Ave, Jackson Heights, NY 11372","Outdoor","GoLocker","40.74910896","-73.88959807","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97260284399994 40.58039856000005)","3","Brooklyn","313","47","46","23","8","W 5 St and Neptune Ave","GoLocker-505 Neptune Ave","33","S","505 Neptune Ave, Brooklyn, NY 11224","Outdoor","GoLocker","40.58039856","-73.9726028442","Coney Island-Sea Gate","AE",,"1","Active"
"POINT (-73.91223299999996 40.76820780000003)","4","Queens","401","22","36","12","14","Steinway St and Astoria Blvd S","GoLocker- RMA Super Laundromat","15","M","24-46 Steinway Street, Astoria, NY 11103","Indoor","GoLocker","40.7682078","-73.912233","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.03019782999996 40.62514951000003)","3","Brooklyn","310","47","46","26","11","3 Ave and 84 St","GoLocker- iFix- Bay Ridge","15","M","8319 3rd Ave,Brooklyn, NY 11209","Indoor","GoLocker","40.62514951","-74.03019783","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92355449999997 40.73937840000008)","4","Queens","402","26","37","12","7","44 St and 48 Ave","GoLocker-C&A Grocery","6","L","4806 46 St, Sunnyside NY 11377","Outdoor","GoLocker","40.7393784","-73.9235545","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.93933828999997 40.69122557000003)","3","Brooklyn","303","36","56","25","8","Lafayette Av and Marcus Garvey Blvd","Ideal Food Basket- Lafayette Ave","9","M","830 Lafayette Ave, Brooklyn, NY 11221","Outdoor","GoLocker","40.69122557","-73.93933829","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95754688999995 40.67281957000006)","3","Brooklyn","308","35","57","20","9","Franklin Av and St Johns Pl","Franklin Express Laundry","15","S","770 Franklin Ave, Brooklyn, NY 11238","Indoor","GoLocker","40.67281957","-73.95754689","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92412426999994 40.770662730000026)","4","Queens","401","22","36","59","14","Newtown Av and Crescent St","GoLocker- Newtown","2","M","2330 Newtown Ave, Long Island City, NY 11102","Outdoor","GoLocker","40.77066273","-73.92412427","Astoria (Central)","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.92028383999997 40.704783200000065)","3","Brooklyn","304","34","53","18","7","Wyckoff Av and Hart St","KeyFood- Bushwick","42","S","7280 Wyckoff Ave, Brooklyn, NY 11237","Outdoor","GoLocker","40.7047832","-73.92028384","Bushwick (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97567478999997 40.631250410000064)","3","Brooklyn","314","40","48","22","9","18 Ave and Seton Pl","GoLocker-Infinity Wireless","10","S","4219 18 Ave, Brooklyn NY 11218","Indoor","GoLocker","40.63125041","-73.97567479","Flatbush (West)-Ditmas Park-Parkville","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00619684999998 40.60410735000005)","3","Brooklyn","311","38","47","17","11","18 Ave and Bath Ave","GoLocker-MGM Deli and Grocery","15","L","1769 Bath Ave, Brooklyn 11214","Outdoor","GoLocker","40.60410735","-74.00619685","Bath Beach","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.95934939999995 40.691084240000066)","3","Brooklyn","303","33","57","25","7","Taaffe Pl and DeKalb Av","GoLocker- Taaffe Pl","59","S","241 Taaffe Pl, Brooklyn, NY 11205","Outdoor","GoLocker","40.69108424","-73.9593494","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.93126132999998 40.754350430000045)","4","Queens","401","26","36","59","7","31 St and 37 Ave","GoLocker-Farm Country of Astoria","6","L","37-15 31 St, Astoria NY 11101","Outdoor","GoLocker","40.75435043","-73.93126133","Queensbridge-Ravenswood-Dutch Kills","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.91612262999996 40.74076491000005)","4","Queens","402","26","37","12","7","49th St and 47th Av","Cosmopolitan Houses- Sunnyside","41","M","47-01 49th Street,Queens, NY 11377","Outdoor","GoLocker","40.74076491","-73.91612263","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92177219999996 40.68985630000003)","3","Brooklyn","304","37","54","18","7","Bushwick Ave and Woodbine St","GoLocker-Bushwick Organic Deli 2","19","S","1104 Bushwick Ave, Brooklyn NY 11221","Outdoor","GoLocker","40.6898563","-73.9217722","Bushwick (East)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.98421959999996 40.61169932000007)","3","Brooklyn","311","43","47","17","11","Bay Pkwy and Bay Ridge Ave","GoLocker- Repairs Bay","35","M","6908 Bay Pkwy, Brooklyn, NY 11204","Indoor","GoLocker","40.61169932","-73.9842196","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.99953132999997 40.61348774000004)","3","Brooklyn","311","43","49","17","11","17 Ave and 77 St","GoLocker-The Time Deli","7","M","7701 17 Ave, Brooklyn NY 11214","Outdoor","GoLocker","40.61348774","-73.99953133","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.98791622999994 40.76471991000005)","1","Manhattan","104","3","67","47","12","9th Av and W 52nd St","Westside Home Center","40","S","778 9th Ave, New York, NY 10019","Outdoor","GoLocker","40.76471991","-73.98791623","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.01956969999998 40.62192422000004)","3","Brooklyn","310","38","46","26","11","7 Ave and 81 St","GoLocker-Brooklyn Finest Mini Market","14","S","8101 7 Ave, Brooklyn NY 11228","Outdoor","GoLocker","40.62192422","-74.0195697","Dyker Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.02427657999993 40.62009646000007)","3","Brooklyn","310","47","46","26","11","Fort Hamilton Pkwy and 86 St","GoLocker-Sophie's Furniture","7","M","558 86 St, Brooklyn NY 11209","Outdoor","GoLocker","40.62009646","-74.02427658","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.91255056999995 40.76318052000005)","4","Queens","401","22","34","12","14","30th Av and 43rd St","GoLocker- KeyFood Woodside","25","M","42-15 30th Ave., Astoria, NY 11103","Outdoor","GoLocker","40.76318052","-73.91255057","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00473999999997 40.623060000000066)","3","Brooklyn","310","38","49","17","11","13 Ave and 70 St","GoLocker- Superfresh- Dyker Heights","23","S","7002 13th Ave Brooklyn NY 11228","Outdoor","GoLocker","40.62306","-74.00474","Dyker Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96279774999994 40.64171275000007)","3","Brooklyn","314","40","42","21","9","E 17 St and Cortelyou Rd","GoLocker-Cortelyou Gourmet Deli","6","L","1626 Cortelyou Rd, Brooklyn 11226","Outdoor","GoLocker","40.64171275","-73.96279775","Flatbush","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.94831486999993 40.66270825000004)","3","Brooklyn","309","40","43","20","9","Lefferts Ave and New York Ave","GoLocker-Lefferts Ave","6","L","393 Lefferts Ave, Brooklyn NY 11225","Outdoor","GoLocker","40.66270825","-73.94831487","Prospect Lefferts Gardens-Wingate","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96987256999995 40.643639800000074)","3","Brooklyn","314","39","44","21","9","Coney Island Ave and Beverly Rd","GoLocker-Deli and Grill Corner Town","29","S","563 Coney Island Ave, Brooklyn NY 11218","Outdoor","GoLocker","40.6436398","-73.96987257","Flatbush (West)-Ditmas Park-Parkville","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-74.00298533999995 40.61740751000008)","3","Brooklyn","311","38","49","17","11","15 Ave and Bay Ridge Pkwy","GoLocker-15th Ave Deli","11","M","7501 15 Ave, Brooklyn NY 11228","Outdoor","GoLocker","40.61740751","-74.00298534","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","6","Active"
"POINT (-73.95792197999998 40.676043950000064)","3","Brooklyn","308","35","57","25","9","St Marks Av and Classon Av","GoLocker- St. Marks","46","M","500 St Marks Ave, Brooklyn, NY 11238","Outdoor","GoLocker","40.67604395","-73.95792198","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97190856999998 40.58029175000007)","3","Brooklyn","313","47","46","23","8","W 5 St and Neptune Ave","GoLocker- 2882 W 5th Street","6","L","2882 W 5th St, Brooklyn, NY 11224","Outdoor","GoLocker","40.58029175","-73.97190857","Coney Island-Sea Gate","AE",,"1","Active"
"POINT (-73.94671799999998 40.62668006000007)","3","Brooklyn","318","45","42","21","9","Avenue J and Nostrand Ave","GoLocker-New Stanleys Grocery","27","S","2377 Nostrand Ave, Brooklyn NY 11210","Outdoor","GoLocker","40.62668006","-73.946718","Flatlands","X","AREA OF MINIMAL FLOOD HAZARD","5","Active"
"POINT (-73.96927363999998 40.677445360000036)","3","Brooklyn","308","35","52","20","10","Vanderbilt Av and Prospect Pl","GoLocker- Foodtown Prospect Heights","22","S","632 Vanderbilt Ave, Brooklyn, NY 11238","Outdoor","GoLocker","40.67744536","-73.96927364","Prospect Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.92355449999997 40.73937840000008)","4","Queens","402","26","37","12","7","44 St and 48 Ave","GoLocker-C&A Grocery","23","S","4806 46 St, Sunnyside NY 11377","Outdoor","GoLocker","40.7393784","-73.9235545","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95934939999995 40.691084240000066)","3","Brooklyn","303","33","57","25","7","Taaffe Pl and DeKalb Av","GoLocker- Taaffe Pl","47","S","241 Taaffe Pl, Brooklyn, NY 11205","Outdoor","GoLocker","40.69108424","-73.9593494","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.93322079999996 40.67225840000003)","3","Brooklyn","308","36","43","20","9","Utica Ave and Park Pl","GoLocker-Happy Land Deli","20","M","189 Utica Ave, Brooklyn NY 11213","Outdoor","GoLocker","40.6722584","-73.9332208","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.91711681999993 40.769683360000045)","4","Queens","401","22","36","59","14","Astoria Blvd and 33 St","GoLocker-Astoria Beer and Market","16","M","32-14 Astoria Blvd, Astoria NY 11102","Outdoor","GoLocker","40.76968336","-73.91711682","Astoria (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.95317831999995 40.57943116000007)","3","Brooklyn","315","48","45","23","8","Ocean View Ave and West End Ave","GoLocker-Bottega Good Flowers","1","M","97 West End Ave, Brooklyn NY 11235","Outdoor","GoLocker","40.57943116","-73.95317832","Sheepshead Bay-Manhattan Beach-Gerritsen Beach","AE",,"1","Active"
"POINT (-73.93322079999996 40.67225840000003)","3","Brooklyn","308","36","43","20","9","Utica Ave and Park Pl","GoLocker-Happy Land Deli","35","L","189 Utica Ave, Brooklyn NY 11213","Outdoor","GoLocker","40.6722584","-73.9332208","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.91777999999994 40.71121000000005)","4","Queens","405","34","37","12","7","Troutman St and Woodward Av","Sherman Parking","42","M","1870 Troutman Street,Ridgewood,NY 11385","Indoor","GoLocker","40.71121","-73.91778","Ridgewood","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.97825039999998 40.63126100000005)","3","Brooklyn","312","44","48","22","9","18 Ave and Seton Pl","GoLocker-Infinity Wireless","25","M","4219 18th Avenue, Brooklyn, NY 11218","Indoor","GoLocker","40.631261","-73.9782504","Borough Park","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.96926879999995 40.580711360000066)","3","Brooklyn","313","48","46","23","8","Neptune Ave and Ocean Pkwy","GoLocker-425 Neptune Ave","21","M","425 Neptune Ave, Brooklyn, NY 11224","Outdoor","GoLocker","40.58071136","-73.9692688","Coney Island-Sea Gate","AE",,"1","Active"
"POINT (-73.97567478999997 40.631250410000064)","3","Brooklyn","314","40","48","22","9","18 Ave and Seton Pl","GoLocker-Infinity Wireless","7","S","4219 18 Ave, Brooklyn NY 11218","Indoor","GoLocker","40.63125041","-73.97567479","Flatbush (West)-Ditmas Park-Parkville","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.99836325999996 40.610828550000065)","3","Brooklyn","311","43","49","17","11","79 St and 18 Ave","GoLocker-7901 18th Ave","5","L","7901 18th Ave, Brooklyn NY 11214","Outdoor","GoLocker","40.61082855","-73.99836326","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
"POINT (-73.88959806999998 40.74910896000006)","4","Queens","403","25","39","13","6","37th Av and 77th St","GoLocker- Foodtown Jackson Heights","54","L","76-10 37th Ave, Jackson Heights, NY 11372","Outdoor","GoLocker","40.74910896","-73.88959807","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X","Active"
